record_id,keyword_id
75c4b7d5-2882-4ef1-9e5e-001fe363041b,05f1cc35-06e0-477a-9f91-27591624ec2d
75c4b7d5-2882-4ef1-9e5e-001fe363041b,4211c2be-302c-4232-9293-3c64f5925af6
75c4b7d5-2882-4ef1-9e5e-001fe363041b,3f473070-0262-489f-8bbd-72d1e454767e
75c4b7d5-2882-4ef1-9e5e-001fe363041b,0d749165-0471-4756-ad94-65c7fd7bb55f
75c4b7d5-2882-4ef1-9e5e-001fe363041b,45e7ebdf-5e6e-4a74-bfb8-5e8b8055af85
75c4b7d5-2882-4ef1-9e5e-001fe363041b,f6de6a90-7e9b-4087-899a-bb797c6f7c6a
75c4b7d5-2882-4ef1-9e5e-001fe363041b,3a4a7220-c339-466a-9560-a72b3f9652ab
75c4b7d5-2882-4ef1-9e5e-001fe363041b,df8ebc15-a6be-4189-9dcd-7defa25e2c99
d04d7db8-edf0-4f58-85e6-394a32d16937,3f473070-0262-489f-8bbd-72d1e454767e
d04d7db8-edf0-4f58-85e6-394a32d16937,ba4c61e7-d426-461e-89aa-0e729c02a087
d04d7db8-edf0-4f58-85e6-394a32d16937,4403109e-d697-4f8f-afd6-593073733d6f
d04d7db8-edf0-4f58-85e6-394a32d16937,012ef523-6dea-49b1-b17a-4ef55763b717
d04d7db8-edf0-4f58-85e6-394a32d16937,7e9b5941-b90f-4384-aa7f-36de7c6d12c4
d04d7db8-edf0-4f58-85e6-394a32d16937,0d4001be-db84-4c64-9088-ebafbc504d72
d04d7db8-edf0-4f58-85e6-394a32d16937,77c90600-1f45-49d3-a953-9f4a66a8b0fe
d04d7db8-edf0-4f58-85e6-394a32d16937,7d7929c0-c93b-48b4-83ca-f6c276ee69ca
d04d7db8-edf0-4f58-85e6-394a32d16937,12d3957b-cf14-451c-a5c0-cb24739914ad
d04d7db8-edf0-4f58-85e6-394a32d16937,35a3b7ed-f425-484c-a745-2bf9bb5f20d4
d04d7db8-edf0-4f58-85e6-394a32d16937,75034952-12d8-4938-b983-19c40cdee004
d04d7db8-edf0-4f58-85e6-394a32d16937,42426e8b-d5e8-4e83-875a-d8ea85886eaa
d04d7db8-edf0-4f58-85e6-394a32d16937,71fd3bea-5636-47c8-8e7c-f4c945a4ed76
d04d7db8-edf0-4f58-85e6-394a32d16937,e340b345-3688-4a30-b99f-8f2bfbca9e2d
d04d7db8-edf0-4f58-85e6-394a32d16937,1c9bd8dd-58a1-4c6e-9709-180afeceb971
d04d7db8-edf0-4f58-85e6-394a32d16937,522588b0-988f-4b1b-b15f-d419dec923e3
d04d7db8-edf0-4f58-85e6-394a32d16937,7079dcb4-3f15-44ab-b0e5-92212057588b
d04d7db8-edf0-4f58-85e6-394a32d16937,673399c2-22ce-4a42-bb63-bb13241b2201
d04d7db8-edf0-4f58-85e6-394a32d16937,76daef26-78da-47d3-a474-8f22a0103ef9
d04d7db8-edf0-4f58-85e6-394a32d16937,3eabf22a-b792-48aa-b8c3-20bf6c5cb779
d04d7db8-edf0-4f58-85e6-394a32d16937,de6c4fd9-ae3b-49fc-8ef8-86466ef9f427
d04d7db8-edf0-4f58-85e6-394a32d16937,b08f29f0-2d23-49a7-abc0-04861e2b68f1
d04d7db8-edf0-4f58-85e6-394a32d16937,c3592a3e-680b-44e0-93be-a393d79d75c7
d04d7db8-edf0-4f58-85e6-394a32d16937,9baf31ac-93ab-4df8-9c90-f487fa0869fe
d04d7db8-edf0-4f58-85e6-394a32d16937,15f42f4c-cec4-4fad-bfd6-45b58eeea577
d04d7db8-edf0-4f58-85e6-394a32d16937,7e9b5941-b90f-4384-aa7f-36de7c6d12c4
d04d7db8-edf0-4f58-85e6-394a32d16937,2c567d55-fbf4-4bfc-b0fc-dd695cb5bfce
d04d7db8-edf0-4f58-85e6-394a32d16937,3f473070-0262-489f-8bbd-72d1e454767e
d04d7db8-edf0-4f58-85e6-394a32d16937,012ef523-6dea-49b1-b17a-4ef55763b717
d04d7db8-edf0-4f58-85e6-394a32d16937,0d4001be-db84-4c64-9088-ebafbc504d72
ba679389-7023-4137-bcbe-668aeccff610,499aa948-3c64-4c99-aa35-d2391c2fd449
ba679389-7023-4137-bcbe-668aeccff610,578b964b-60e3-41b5-a4b3-d34bb1f03fe3
ba679389-7023-4137-bcbe-668aeccff610,b08b39fe-aaf2-4b89-9e97-e1037d7034d6
ba679389-7023-4137-bcbe-668aeccff610,7d7929c0-c93b-48b4-83ca-f6c276ee69ca
ba679389-7023-4137-bcbe-668aeccff610,ec1a0613-527f-4088-8e88-b95b4eca0b60
ba679389-7023-4137-bcbe-668aeccff610,82669aa9-999a-4168-870c-34bf72277ded
ba679389-7023-4137-bcbe-668aeccff610,c3517f09-0fc8-4f96-a82d-d383acea9da5
ba679389-7023-4137-bcbe-668aeccff610,c8623fc8-b62a-485e-9f2c-01c4825271a4
ba679389-7023-4137-bcbe-668aeccff610,50a44747-da69-449e-a9a9-7bcf7dd32ef6
ba679389-7023-4137-bcbe-668aeccff610,6ef89966-af88-4fca-b53d-6268a6ca2c7b
ba679389-7023-4137-bcbe-668aeccff610,77c90600-1f45-49d3-a953-9f4a66a8b0fe
ba679389-7023-4137-bcbe-668aeccff610,12d3957b-cf14-451c-a5c0-cb24739914ad
ba679389-7023-4137-bcbe-668aeccff610,35a3b7ed-f425-484c-a745-2bf9bb5f20d4
ba679389-7023-4137-bcbe-668aeccff610,e340b345-3688-4a30-b99f-8f2bfbca9e2d
ba679389-7023-4137-bcbe-668aeccff610,6ef89966-af88-4fca-b53d-6268a6ca2c7b
ba679389-7023-4137-bcbe-668aeccff610,f1c1fb7e-2306-48cc-8596-814791c77f76
ba679389-7023-4137-bcbe-668aeccff610,51f44e69-7016-4a21-99c4-ed4695227bb4
ba679389-7023-4137-bcbe-668aeccff610,673399c2-22ce-4a42-bb63-bb13241b2201
